epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_r2_epoch,train_r2_step,train_rmse_epoch,train_rmse_step,val_loss,val_r2,val_rmse
,0.001,0,,,,,,,,,
0,,9,,605.2494506835938,,-7.496790885925293,,24.33654022216797,,,
0,,19,,631.1144409179688,,-5.82965087890625,,24.81379508972168,,,
0,,29,,703.4127197265625,,-5.051318645477295,,26.199237823486328,,,
0,,39,,671.708740234375,,-13.600517272949219,,25.61697006225586,,,
0,,49,,742.671630859375,,-5.547857284545898,,26.901798248291016,,,
0,,59,,714.617919921875,,-5.378596305847168,,26.490619659423828,,,
0,,69,,624.412841796875,,-6.297995090484619,,24.801881790161133,,,
0,,79,,773.4551391601562,,-6.047308921813965,,27.480430603027344,,,
0,,89,,826.9030151367188,,-7.950040340423584,,28.448322296142578,,,
0,,99,,795.1862182617188,,-8.67655086517334,,27.868309020996094,,,
0,,109,,660.5986938476562,,-4.680420875549316,,25.39952850341797,,,
0,,119,,685.5811157226562,,-6.947813034057617,,25.908090591430664,,,
0,,129,,752.4659423828125,,-5.399494171142578,,27.103843688964844,,,
0,,139,,748.2312622070312,,-5.453972816467285,,27.023853302001953,,,
0,,146,,,,,,,661.8112182617188,-6.978859901428223,25.408180236816406
0,,146,705.4029541015625,,-7.253437519073486,,26.20946502685547,,,,
,0.001,147,,,,,,,,,
1,,149,,794.2222900390625,,-14.4398832321167,,27.819000244140625,,,
1,,159,,791.5382080078125,,-7.548523426055908,,27.764427185058594,,,
1,,169,,727.6433715820312,,-6.6249823570251465,,26.595867156982422,,,
1,,179,,548.032958984375,,-5.7640228271484375,,23.080028533935547,,,
1,,189,,707.97412109375,,-7.672120571136475,,26.28736686706543,,,
1,,199,,608.292236328125,,-7.78024435043335,,24.36612319946289,,,
1,,209,,581.4633178710938,,-5.483874797821045,,23.871912002563477,,,
1,,219,,568.88623046875,,-4.898470878601074,,23.587791442871094,,,
1,,229,,515.5158081054688,,-7.633559703826904,,22.443798065185547,,,
1,,239,,550.9869995117188,,-6.576756477355957,,23.234729766845703,,,
1,,249,,618.1056518554688,,-6.107690811157227,,24.581621170043945,,,
1,,259,,618.7202758789062,,-5.213772773742676,,24.54446029663086,,,
1,,269,,552.0062255859375,,-4.997035026550293,,23.237598419189453,,,
1,,279,,580.9083251953125,,-5.249765396118164,,23.829605102539062,,,
1,,289,,703.0025024414062,,-5.6750078201293945,,26.10060691833496,,,
1,,293,,,,,,,562.3731079101562,-5.757526397705078,23.402984619140625
1,,293,623.3027954101562,,-6.287606239318848,,24.610593795776367,,,,
,0.001,294,,,,,,,,,
2,,299,,563.4906616210938,,-3.3104023933410645,,23.437522888183594,,,
2,,309,,644.7997436523438,,-4.721595764160156,,25.069503784179688,,,
2,,319,,495.8932189941406,,-5.168907642364502,,21.997074127197266,,,
2,,329,,564.8323364257812,,-4.644833087921143,,23.362197875976562,,,
2,,339,,468.71240234375,,-4.306991100311279,,21.309207916259766,,,
2,,349,,379.31109619140625,,-6.127373695373535,,19.259981155395508,,,
2,,359,,646.9780883789062,,-3.935838460922241,,25.09972381591797,,,
2,,369,,473.4989318847656,,-5.234657287597656,,21.50617790222168,,,
2,,379,,411.0791320800781,,-4.485937118530273,,20.07309341430664,,,
2,,389,,430.3182067871094,,-3.975635051727295,,20.513378143310547,,,
2,,399,,557.7498779296875,,-5.943164825439453,,23.24168586730957,,,
2,,409,,442.65570068359375,,-2.801413059234619,,20.67835235595703,,,
2,,419,,400.9332275390625,,-4.865870475769043,,19.800437927246094,,,
2,,429,,338.39288330078125,,-3.95021915435791,,18.176769256591797,,,
2,,439,,506.63494873046875,,-3.6900503635406494,,22.14320945739746,,,
